id,mon,stay,freq,plan,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad8_1,ad8_2,ad8_3,ad8_4,ad8_5,inf01,inf02,inf03,inf04,inf05,inf06,inf07,inf08,inf09,inf10,itm1,itm2,itm3,itm4,itm5,itm6,itm7,itm8,itm9,purp1,purp2,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,att17,att18,type,s1,s2,s3,s4,s5,s6,s7,s8,btimes,bprice,local1,local2,local3,local4,local5,prepay,pmoney,pdollar,airf,pit1,pit2,pit3,pit4,pit5,money,dollar,money1,p1,money2,p2,money3,p3,money4,p4,money5,p5,money6,p6,m601,m602,m603,m604,m605,m606,m607,m608,m609,m610,utax,taxc,act01,act02,act03,act04,act05,act06,act07,act08,act09,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,sp01,sp02,sp03,sp04,sp05,sp06,sp07,sp08,sp09,sp10,sp11,sp12,sp13,sp14,sp15,spfav,spleas,ts01,ts02,ts03,ts04,ts05,ts06,ts07,ts08,ts09,ts10,ts11,slp1,htype,hstar,hsat,slp2,msat,slp3,slp4,slp5,slp6,slp7,slp8,slp9,again,agwhy,recom,s11,s12,s13,s13a,s14,s15,s16,s17,s21,s22,s23,s31,s32,s33,s34,s35,sall,country,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10,g11,g12,g13,g14,g15,g16,g17,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,nation,resid,prov,age,income,educ,occup,gender,area
14971,9,7,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,4,3,.,.,.,.,.,1,2980,2,1,1,1,1,1,1,220000,16,0,.,5000,1,0,.,0,.,0,.,215000,1,0,180000,0,0,25000,0,0,0,10000,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,801,1,2,12,18,67,185,235,295,315,371,.,.,.,.,1,.,0,5,0,0,5,0,0,0,1,0,0,1,3,3,4,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,8,5,5,2,1,1,1
14972,9,2,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,99,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,5000,2,2,1,0,0,0,0,1700,2,0,.,830,1,120,1,250,1,0,.,500,1,0,0,0,0,500,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,808,2,5,.,.,.,.,.,.,.,.,.,.,.,.,2,.,0,0,5,0,0,0,4,5,0,0,0,1,5,0,3,0,.,0,0,0,0,0,0,0,2,.,1,1,3,4,0,4,5,5,5,3,4,5,5,5,5,3,4,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,2,1,2,8,2,11,2,1
14973,9,7,1,90,1,3,3,3,3,4,5,4,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,5,3,.,.,.,.,.,1,3200,2,1,1,1,1,1,1,10000,2,0,.,0,.,0,.,0,.,0,.,10000,1,2000,2000,1000,2000,3000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,825,350,1,2,3,18,185,189,235,186,271,291,315,352,371,350,.,0,5,0,0,5,0,0,5,0,0,0,1,3,3,4,0,.,0,0,0,0,0,0,0,1,1,1,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,2,2,11,3,1,2,2,2,1
14974,9,37,2,90,1,4,4,5,3,4,3,5,0,.,.,.,.,.,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0,2,.,.,.,.,.,.,.,.,35000,16,30000,2,4000,2,100,2,0,.,0,.,900,2,0,0,0,0,900,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,185,1,3,18,66,235,270,271,.,.,.,.,.,.,185,.,0,0,4,0,4,0,0,0,4,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,4,1,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,15,5,8,1,10,2,1
14975,9,7,1,60,1,5,5,5,5,5,5,5,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,4,4,4,4,5,3,.,.,.,.,.,1,3200,2,1,1,1,1,1,1,100000,16,0,.,0,.,0,.,0,.,0,.,100000,2,30000,50000,0,0,20000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,825,350,1,2,3,18,185,189,186,235,271,315,352,371,.,350,.,0,5,0,0,5,0,0,0,5,0,0,1,3,3,3,0,.,0,0,0,0,0,0,0,1,1,1,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,11,4,1,2,2,1,1
14976,9,7,1,90,1,5,4,5,5,4,5,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,99,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,4,4,4,4,4,4,6,4,.,.,.,.,.,1,4500,2,1,1,1,1,1,1,10000,2,0,.,0,.,0,.,0,.,0,.,10000,1,3000,5000,0,0,2000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,801,350,1,2,3,18,12,128,185,189,235,271,315,352,382,350,.,0,5,0,0,5,0,0,0,5,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,17,5,1,1,2,1,1
14977,9,6,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,99,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,4000,2,2,1,0,0,0,0,6500,2,0,.,1000,1,500,1,0,.,0,.,5000,1,0,0,1750,1750,1500,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,65,1,3,5,24,77,105,106,75,804,.,.,.,.,65,.,0,4,4,0,0,0,4,4,0,0,0,0,.,.,.,0,.,0,0,0,0,0,0,1,1,1,1,4,4,4,0,4,4,4,4,4,4,5,4,4,4,4,4,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,10,2,8,2,11,2,1
14978,9,45,1,20,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,99,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,1200,11,2,1,0,0,0,0,800,11,400,1,80,1,120,1,160,1,0,.,40,1,6,0,24,2,4,0,0,4,0,0,2,.,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,802,185,173,182,181,1,5,16,8,3,66,65,801,.,.,185,.,0,4,5,0,0,0,5,5,5,5,0,0,.,.,.,1,5,0,0,0,0,0,0,0,1,1,1,0,5,5,0,5,5,5,5,4,5,5,5,5,5,4,4,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,13,13,.,2,8,1,11,2,1
14979,9,1,5,14,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,80,8,2,1,0,0,0,0,105,8,0,.,20,1,85,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,2,1,3,4,4,0,0,4,3,4,4,3,4,0,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,7,.,7,8,2,1,1,1
14980,9,5,1,15,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,7,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,500,8,2,1,1,1,1,1,15000,16,3000,1,3000,1,0,.,0,.,0,.,9000,1,0,0,4000,0,5000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,2,222,.,.,.,.,.,.,.,.,.,.,.,.,2,.,5,0,5,0,5,0,5,5,0,0,0,0,.,.,.,0,.,0,0,0,0,0,1,0,1,1,1,5,5,2,0,3,5,5,5,5,3,5,5,5,5,5,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,7,.,3,8,2,5,2,1
14981,9,3,1,10,1,0,0,0,0,0,0,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,99,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,5,5,5,4,5,5,5,5,3,3,.,.,.,.,.,1,1500,8,1,1,1,1,1,0,1000,16,0,.,0,.,0,.,0,.,0,.,1000,1,0,0,0,0,1000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,808,2,1,3,19,125,801,.,.,.,.,.,.,.,.,2,.,0,0,0,0,5,0,0,0,0,0,0,1,5,4,5,0,.,0,0,0,0,0,0,0,1,1,1,4,4,4,0,4,4,4,4,5,3,5,5,5,5,5,5,4,8,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,7,7,.,3,2,3,2,2,1
14982,9,13,1,60,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,99,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,1,2800,2,2,1,0,0,0,0,6000,2,0,.,1300,1,1000,1,700,1,0,.,3000,1,0,0,0,2100,900,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,843,315,5,1,2,3,66,187,188,235,241,271,371,373,.,315,5,0,3,3,0,0,5,5,5,5,5,0,0,.,.,.,1,5,0,0,0,0,0,0,0,1,1,1,3,5,4,2,4,3,5,5,2,5,4,5,4,5,5,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,10,2,8,2,11,2,1
14983,9,8,2,30,1,0,0,0,0,0,0,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,25000,16,2,1,0,0,0,0,11000,16,0,.,4500,1,1500,1,0,.,0,.,5000,1,0,0,0,0,2000,0,0,0,0,3000,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,843,222,801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,4,0,0,0,4,4,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,1,1,5,4,4,0,4,3,5,5,5,5,5,5,5,5,5,5,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,10,3,2,2,5,1,1
14984,9,21,1,14,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,52500,16,2,1,0,0,0,0,18000,16,0,.,11000,1,3000,1,3000,1,1000,1,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,861,.,.,.,.,.,.,.,.,.,.,.,.,.,.,861,.,4,0,0,0,0,0,0,4,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,1,1,0,4,4,0,3,4,3,4,4,4,4,0,4,4,4,4,4,9,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,.,2,3,2,1,1,1
14985,9,9,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,100,11,2,1,0,0,0,0,900,11,450,1,45,1,270,1,45,1,90,1,0,.,0,0,0,0,0,0,0,0,0,0,2,.,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,185,195,193,1,3,9,10,19,350,.,.,.,.,.,.,185,.,4,3,4,0,0,3,3,3,0,0,0,1,3,4,3,0,.,0,0,0,0,0,0,0,2,.,1,0,5,3,0,3,3,4,4,3,1,3,3,3,3,3,2,3,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,13,.,2,3,2,2,1,1
14986,9,10,1,20,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,700,8,2,1,1,0,0,0,14000,16,0,.,100,1,5000,1,1000,1,0,.,7900,1,3160,0,3160,0,1580,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,808,1,3,8,244,279,.,.,.,.,.,.,.,.,.,1,.,5,5,5,0,0,0,1,0,0,0,0,1,5,4,4,0,.,0,0,0,0,0,0,0,1,1,1,5,4,2,1,5,5,5,4,4,4,5,5,5,5,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,7,7,.,3,3,3,2,1,1
14987,9,5,2,60,1,4,3,4,2,2,2,4,4,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,99,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,500,6,2,1,0,0,0,0,70000,16,0,.,28000,4,21000,4,3500,4,0,.,17500,4,0,0,3500,0,14000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,825,65,9,1,2,8,5,3,16,52,66,75,7,.,.,65,9,0,0,5,0,0,0,0,5,0,0,0,0,.,.,.,0,.,0,0,0,0,0,0,1,1,1,1,0,4,0,0,5,5,5,5,5,5,5,5,5,4,5,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,6,.,6,8,1,12,2,1
14988,9,7,1,30,1,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,3,3,3,3,5,5,5,5,5,3,.,.,.,.,.,1,2400,2,1,1,1,1,1,1,5000,2,0,.,0,.,0,.,0,.,0,.,5000,1,1000,0,500,1000,1000,500,500,0,500,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,350,1,2,18,12,24,66,67,185,189,235,272,271,315,350,.,0,5,0,0,5,0,0,0,5,0,0,1,3,2,5,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,5,4,2,2,2,2,1
14989,9,6,1,90,1,0,0,0,0,0,0,0,5,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2000,2,2,1,0,0,0,0,4500,2,0,.,1350,1,900,1,0,.,0,.,2250,1,0,0,0,0,1125,450,675,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,315,2,3,18,12,67,270,808,865,.,.,.,.,.,315,.,5,0,5,0,0,0,0,5,0,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,4,2,8,2,11,2,1
14990,9,7,1,60,1,0,0,3,0,0,0,3,0,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,4,.,.,.,.,.,1,2700,2,1,1,1,1,1,1,2000,2,0,.,0,.,0,.,0,.,0,.,2000,1,0,0,0,0,2000,0,0,0,0,0,2,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,350,315,1,2,3,18,24,67,185,189,235,271,370,.,350,315,0,5,0,0,5,0,0,0,5,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,6,8,1,12,1,1
14991,9,6,3,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,600,4,2,1,0,0,0,0,1000,4,0,.,500,1,100,1,0,.,0,.,400,1,120,0,0,0,280,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,803,65,77,2,804,810,.,.,.,.,.,.,.,.,.,803,.,0,0,5,0,0,0,0,5,0,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,.,3,5,3,2,1,1
14992,9,5,2,60,1,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,10000,16,2,1,0,0,0,0,18900,16,0,.,5670,1,3780,1,0,.,0,.,9450,1,4725,0,0,1890,0,0,0,0,2835,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,65,5,16,52,77,75,803,808,843,845,.,.,.,.,65,801,5,0,0,0,0,0,5,5,0,0,0,1,3,0,3,0,.,0,0,0,0,0,0,0,1,1,1,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6,.,2,2,2,2,2,1
14993,9,4,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,99,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2800,3,2,1,0,0,0,0,9000,3,0,.,4500,1,1800,1,0,.,0,.,2700,1,0,0,0,0,2160,0,0,0,0,540,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,843,5,3,185,187,.,.,.,.,.,.,.,.,.,.,5,.,0,5,0,0,0,0,5,5,0,0,0,0,.,.,.,1,5,0,0,0,0,0,0,0,1,1,1,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,3,.,6,8,1,12,1,1
14994,9,3,1,90,1,0,0,0,0,0,3,3,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3000,3,2,1,0,0,0,0,1000,3,0,.,800,1,100,1,0,.,0,.,100,1,0,0,100,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,28,51,45,.,.,.,.,.,.,.,.,.,.,2,.,0,0,5,0,0,0,5,0,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,.,6,8,2,12,2,1
14995,9,3,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,99,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4500,16,2,1,0,0,0,0,6000,16,0,.,3000,1,3000,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,801,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,0,0,5,0,0,0,0,5,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,5,5,2,5,0,5,5,5,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,10,10,.,3,8,2,2,1,1
