id,mon,stay,freq,plan,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad8_1,ad8_2,ad8_3,ad8_4,ad8_5,inf01,inf02,inf03,inf04,inf05,inf06,inf07,inf08,inf09,inf10,item1,item2,item3,item4,item5,item6,item7,item8,item9,purp1,purp2,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,att17,att18,type,s1,s2,s3,s4,s5,s6,s7,s8,btimes,bprice,local1,local2,local3,local4,local5,prepay,pmoney,pdollar,airf,pit1,pit2,pit3,pit4,pit5,money,dollar,money1,p1,money2,p2,money3,p3,money4,p4,money5,p5,money6,p6,m601,m602,m603,m604,m605,m606,m607,m608,m609,m610,utax,taxc,act01,act02,act03,act04,act05,act06,act07,act08,act09,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,sp01,sp02,sp03,sp04,sp05,sp06,sp07,sp08,sp09,sp10,sp11,sp12,sp13,sp14,sp15,spfav,spleas,ts01,ts02,ts03,ts04,ts05,ts06,ts07,ts08,ts09,ts10,slp1,hcity,htype,hsat,slp2,msat,slp3,ysat,slp4,slp5,slp6,slp7,slp8,again,agwhy,recom,s11,s12,s13,s13a,s14,s15,s16,s17,s21,s22,s23,s31,s32,s33,s34,s35,ssall,country,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10,g11,g12,g13,g14,g15,g16,g17,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,nation,resid,prov,age,income,educ,occup,gender,area
13292,7,7,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,4,4,.,.,.,.,.,1,6300,2,1,1,1,1,1,1,4000,2,0,.,0,.,0,.,0,.,0,.,4000,1,0,0,800,1200,2000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,843,350,1,2,3,18,24,67,185,186,235,271,315,352,.,350,.,0,4,0,0,5,0,0,0,5,0,1,12,1,5,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,28,2,8,3,11,2,1
13293,7,4,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,50000,5,1,1,0,0,0,0,300000,5,0,.,120000,1,60000,1,0,.,0,.,120000,1,0,0,0,0,60000,0,0,0,60000,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,67,2,6,5,66,65,.,.,.,.,.,.,.,.,67,.,0,0,5,0,0,0,5,5,0,0,0,.,.,.,1,4,0,.,0,0,0,0,0,1,1,1,0,4,4,0,5,5,5,5,4,4,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,5,5,.,2,8,3,11,2,1
13294,7,5,1,365,1,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,4,4,4,4,4,4,5,3,.,.,.,.,.,1,4000,2,1,1,1,1,1,1,6000,2,0,.,0,.,0,.,0,.,0,.,6000,1,0,0,0,3000,3000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,801,185,1,2,3,18,128,235,315,350,.,.,.,.,.,185,.,0,4,0,0,5,0,0,0,5,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,4,4,4,0,5,5,5,5,4,4,5,4,4,4,4,4,4,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,3,2,3,5,2,1
13295,7,58,1,365,1,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,5,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,25000,16,1250,1,12500,1,1250,1,0,.,2500,1,7500,1,0,0,0,0,0,0,0,0,0,7500,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,185,2,6,8,65,66,235,275,.,.,.,.,.,.,185,.,4,4,0,0,0,5,4,5,4,0,0,.,.,.,0,.,0,.,0,1,0,0,0,1,5,1,0,4,4,4,4,5,4,4,5,3,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,5,5,.,2,8,3,11,1,1
13296,7,5,1,365,1,0,0,5,0,0,0,0,5,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,5,5,5,5,5,5,5,3,.,.,.,.,.,1,4000,2,1,1,1,1,1,1,4000,2,0,.,0,.,0,.,0,.,0,.,4000,1,0,0,0,1600,1600,800,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,801,185,1,2,65,67,128,235,315,350,352,.,.,.,.,185,.,0,5,0,0,5,0,0,0,5,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,4,4,4,0,4,4,3,3,4,4,5,4,4,4,4,4,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,2,2,3,5,2,1
13297,7,9,1,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2200,8,1,1,0,0,0,0,400,8,0,.,100,1,140,1,0,.,0,.,160,1,0,0,160,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,187,235,2,.,.,.,.,.,.,.,.,.,.,.,.,187,.,5,5,5,5,0,0,5,4,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,0,5,4,0,5,5,3,5,5,3,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,.,2,1,2,11,2,1
13298,7,41,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,3000,8,600,1,600,1,300,1,300,1,600,1,600,1,120,360,0,0,0,0,0,120,0,0,2,.,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,801,1,3,804,.,.,.,.,.,.,.,.,.,.,.,1,.,5,5,5,0,0,0,0,5,0,0,0,.,.,.,0,.,1,5,0,0,0,0,0,2,.,1,2,5,5,0,3,5,3,5,5,3,5,5,5,5,5,5,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,.,2,3,3,2,1,1
13299,7,7,1,90,1,3,3,3,3,3,3,3,5,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,6000,2,1,1,0,0,0,0,3000,16,0,.,1000,1,0,.,0,.,1000,1,1000,1,0,0,400,0,400,0,0,0,200,0,2,.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,193,185,1,4,.,.,.,.,.,.,.,.,.,.,.,193,.,0,0,0,0,0,0,5,0,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,3,3,2,1,1
13300,7,7,1,365,1,3,3,4,2,2,3,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,5,0,5,5,6,3,.,.,.,.,.,1,5000,2,1,1,1,1,1,1,15000,2,0,.,0,.,0,.,0,.,0,.,15000,1,0,12000,0,0,3000,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,352,1,2,18,24,185,235,271,315,350,.,.,.,.,352,.,0,5,0,0,5,0,0,0,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,21,1,1,3,11,2,1
13301,7,7,1,10,1,3,3,4,3,3,4,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,6,2,.,.,.,.,.,1,5000,2,1,1,1,1,1,1,12000,2,0,.,3600,1,0,.,0,.,0,.,8400,1,0,5040,0,3360,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,801,235,2,18,67,185,271,315,350,352,.,.,.,.,.,235,.,0,0,0,0,5,0,0,0,5,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,4,4,5,4,3,5,5,5,5,5,5,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,21,2,2,3,2,2,1
13302,7,6,1,6,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,2,.,.,.,.,.,.,.,.,24000,16,18000,1,3000,1,2400,1,600,1,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,0,0,5,0,0,0,0,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,2,1,2,4,3,0,4,5,5,5,3,3,5,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,.,3,4,3,2,1,1
13303,7,7,5,5,1,5,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,25000,16,20000,1,2500,1,2500,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,801,1,.,.,.,.,.,.,.,.,.,.,.,.,.,801,.,0,0,0,0,0,0,5,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,2,1,0,5,5,0,5,3,3,3,3,3,5,0,3,3,3,3,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,.,3,5,3,1,1,1
13304,7,7,1,7,1,0,0,5,0,0,0,0,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,4000,4,1200,2,800,2,800,2,0,.,0,.,1200,2,360,0,360,0,480,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,185,1,9,65,66,.,.,.,.,.,.,.,.,.,185,.,0,0,5,0,0,0,0,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,.,5,5,3,2,1,1
13305,7,9,2,45,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,2,.,.,.,.,.,.,.,.,21800,16,18000,1,0,.,700,1,1750,1,0,.,1350,1,675,0,270,0,0,0,0,0,405,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,801,1,185,.,.,.,.,.,.,.,.,.,.,.,.,801,.,0,0,5,0,0,0,5,0,0,0,1,3,3,4,0,.,0,.,0,0,0,0,0,1,7,1,5,4,4,0,4,5,5,5,3,3,5,5,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,.,4,7,3,2,1,1
13306,7,11,1,7,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,48000,16,36000,1,6000,1,6000,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,18,.,.,.,.,.,.,.,.,.,.,.,.,3,.,0,0,0,0,0,0,0,5,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,2,1,5,5,5,0,4,5,5,5,5,4,5,5,5,5,5,4,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,7,7,.,4,7,3,2,1,1
13307,7,6,1,6,1,0,0,4,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,3,4,.,.,.,.,.,1,5200,2,1,1,1,1,1,1,6000,2,0,.,1000,1,0,.,0,.,0,.,5000,1,1000,0,1500,0,1000,0,0,0,1500,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,235,1,9,2,3,18,12,24,67,185,189,271,315,350,235,.,0,0,0,0,5,0,0,0,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,8,3,2,3,2,1,1
13308,7,85,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,54000,16,30000,1,6000,1,1500,1,6000,1,6000,1,4500,1,0,0,0,0,0,2700,0,1800,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,801,350,1,2,5,8,3,9,10,66,65,98,315,.,.,350,.,4,3,4,0,0,3,4,4,0,0,0,.,.,.,0,.,0,.,0,0,1,0,0,1,6,1,4,4,4,0,4,3,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,8,.,2,3,3,2,1,1
13309,7,78,2,10,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1200,8,2,1,0,0,0,0,6721,8,5226,1,520,1,300,1,225,1,225,1,225,1,90,22,0,0,0,0,0,0,23,90,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,801,9,185,1,2,5,3,10,66,191,187,315,350,.,.,9,.,5,3,4,3,0,3,4,4,4,0,1,3,3,5,0,.,0,.,0,0,0,0,0,1,4,1,2,5,4,0,4,3,3,4,2,3,5,5,4,5,4,3,4,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,.,2,4,3,11,2,1
13310,7,4,2,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,7,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3140,2,1,0,1,1,0,1,19000,16,0,.,0,.,0,.,3800,1,0,.,15200,1,10640,0,0,0,4560,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,67,825,.,.,.,.,.,.,.,.,.,.,.,.,67,.,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,.,0,.,1,0,0,0,0,1,4,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,4,3,1,3,2,1,1
13311,7,59,3,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,500,11,125,1,175,1,150,1,25,1,0,.,25,1,0,0,25,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,801,295,1,5,16,185,315,.,.,.,.,.,.,.,.,295,.,0,0,5,0,0,0,4,3,0,0,0,.,.,.,0,.,0,.,0,1,0,0,0,1,2,1,2,3,2,0,2,5,5,5,4,2,5,5,5,5,5,5,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,11,11,.,2,1,3,11,1,1
13312,7,6,1,20,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,5,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,2,.,.,.,.,.,.,.,.,20000,16,14000,1,2000,1,2000,1,0,.,1000,1,1000,1,0,0,1000,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,874,331,.,.,.,.,.,.,.,.,.,.,.,.,.,331,.,0,0,0,0,0,0,4,0,0,0,0,.,.,.,0,.,0,.,0,1,0,0,0,1,1,1,3,4,5,0,5,5,4,4,5,5,5,4,4,5,5,5,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,.,1,8,2,11,2,1
13313,7,17,1,30,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,7,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,18500,16,0,.,5400,1,3100,1,0,.,0,.,10000,1,0,0,0,0,10000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,861,240,241,244,242,851,.,.,.,.,.,.,.,.,.,861,.,5,0,0,0,0,0,5,0,0,0,0,.,.,.,0,.,0,.,0,0,0,1,0,1,1,1,0,4,4,0,5,5,4,4,4,4,5,4,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,.,3,4,3,2,2,1
13314,7,2,2,50,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,1000,8,600,1,0,.,300,1,0,.,0,.,100,1,10,0,40,0,0,0,0,0,50,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5,0,0,1,4,1,4,0,.,0,.,0,0,0,0,0,1,2,1,0,4,4,0,5,5,5,5,3,4,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,.,5,7,3,2,1,1
13315,7,6,1,50,1,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,750,11,450,1,75,1,150,1,0,.,0,.,75,1,0,0,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,801,1,2,5,8,3,19,350,382,.,.,.,.,.,.,1,.,5,5,5,0,0,0,5,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,0,4,4,0,4,5,5,5,4,3,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,.,3,8,3,2,1,1
13316,7,11,1,40,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,32000,16,22400,1,0,.,3200,1,1600,1,0,.,4800,1,0,0,0,0,4800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,874,345,331,.,.,.,.,.,.,.,.,.,.,.,.,345,.,0,0,5,0,0,0,5,0,0,0,0,.,.,.,0,.,0,.,0,1,0,0,0,1,1,1,0,4,4,0,5,5,5,4,4,4,5,4,4,4,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,13,.,1,8,2,11,1,1
