id,mon,stay,freq,plan,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad8_1,ad8_2,ad8_3,ad8_4,ad8_5,inf01,inf02,inf03,inf04,inf05,inf06,inf07,inf08,inf09,inf10,item1,item2,item3,item4,item5,item6,item7,item8,item9,purp1,purp2,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,att17,att18,type,s1,s2,s3,s4,s5,s6,s7,s8,btimes,bprice,local1,local2,local3,local4,local5,prepay,pmoney,pdollar,airf,pit1,pit2,pit3,pit4,pit5,money,dollar,money1,p1,money2,p2,money3,p3,money4,p4,money5,p5,money6,p6,m601,m602,m603,m604,m605,m606,m607,m608,m609,m610,utax,taxc,act01,act02,act03,act04,act05,act06,act07,act08,act09,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,sp01,sp02,sp03,sp04,sp05,sp06,sp07,sp08,sp09,sp10,sp11,sp12,sp13,sp14,sp15,spfav,spleas,ts01,ts02,ts03,ts04,ts05,ts06,ts07,ts08,ts09,ts10,slp1,hcity,htype,hsat,slp2,msat,slp3,ysat,slp4,slp5,slp6,slp7,slp8,again,agwhy,recom,s11,s12,s13,s13a,s14,s15,s16,s17,s21,s22,s23,s31,s32,s33,s34,s35,ssall,country,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10,g11,g12,g13,g14,g15,g16,g17,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,nation,resid,prov,age,income,educ,occup,gender,area
10229,1,3,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,16000,16,10000,1,0,.,2400,1,0,.,0,.,3600,1,2160,0,0,0,0,0,0,0,0,1440,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,0,0,0,0,0,5,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,2,1,0,5,3,0,0,5,5,5,3,4,5,0,3,5,5,5,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,.,4,7,3,1,1,1
10230,1,5,1,30,1,4,0,0,0,0,0,0,0,.,.,.,.,.,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,21000,16,10000,1,3000,1,3000,1,0,.,0,.,5000,1,0,0,0,3000,2000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,2,3,66,.,.,.,.,.,.,.,.,.,.,.,2,801,5,0,5,0,0,0,0,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,3,4,4,0,4,4,5,5,4,4,5,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,10,2,99,3,3,2,1
10231,1,3,2,30,1,0,0,0,0,0,0,4,4,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,4,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3340,3,1,1,0,0,0,0,10000,16,0,.,3000,3,5000,3,0,.,0,.,2000,3,0,0,600,0,1400,0,0,0,0,0,2,.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,801,5,1,2,3,10,185,.,.,.,.,.,.,.,.,5,.,0,5,0,0,0,0,4,4,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,4,1,0,4,2,0,4,4,4,4,4,2,5,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,.,4,7,3,2,2,1
10232,1,8,1,60,1,0,0,0,0,0,0,4,4,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,99,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,4400,2,1,1,0,0,0,0,34000,16,16000,2,4000,2,4000,2,0,.,0,.,10000,2,1500,0,0,0,8500,0,0,0,0,0,2,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,2,24,65,315,350,352,808,.,.,.,.,.,.,.,350,.,5,5,5,0,0,0,5,0,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,4,4,5,0,4,4,4,4,4,5,5,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,2,2,4,4,99,3,4,2,1
10233,1,10,5,60,1,4,0,4,0,0,4,4,4,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,2,.,.,.,.,.,.,.,.,35000,16,17500,1,3500,1,1750,1,0,.,0,.,12250,1,0,0,0,0,6125,0,0,0,0,6125,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,126,.,0,0,5,0,0,0,0,0,0,0,1,1,3,3,0,.,0,.,0,0,0,0,0,1,2,1,0,5,5,0,5,5,5,5,5,5,5,4,4,4,3,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,.,5,8,3,2,1,1
10234,1,5,11,14,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,2000,8,1500,1,300,1,100,1,0,.,0,.,100,1,50,0,50,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,0,0,0,0,0,2,0,0,1,1,1,2,0,.,0,.,0,0,0,0,0,1,2,2,2,3,4,0,0,3,4,4,4,2,4,4,4,4,3,3,3,8,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,.,6,8,3,1,1,1
10235,1,2,2,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,12000,16,7200,1,3000,1,1800,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,4,0,0,1,1,3,3,0,.,0,.,0,0,0,0,0,1,2,1,5,5,4,0,0,4,5,5,5,3,5,0,4,4,4,3,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7,.,3,4,3,1,1,1
10236,1,3,2,14,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,500,8,250,1,125,1,125,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,0,0,0,0,0,3,0,0,1,11,3,4,0,.,0,.,0,0,0,0,0,1,2,1,1,2,4,0,0,4,3,3,4,4,4,0,3,4,5,5,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,.,2,8,3,2,1,1
10237,1,3,18,7,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,4000,16,2,1,0,0,0,0,45000,16,4500,1,36000,1,4500,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5,0,0,1,1,3,3,0,.,0,.,0,0,0,0,0,1,2,1,3,4,4,0,0,4,3,3,4,4,5,4,4,4,4,4,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,.,2,5,3,2,1,1
10238,1,3,1,30,1,0,0,4,0,0,0,0,4,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,20000,16,9000,1,4000,1,2000,1,2000,1,0,.,3000,1,0,0,1200,0,1800,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,2,3,18,12,.,.,.,.,.,.,.,.,.,.,801,.,4,0,4,0,0,0,4,5,0,0,1,4,1,5,0,.,0,.,0,0,0,0,0,1,1,1,3,4,3,0,4,4,4,4,4,5,5,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,3,4,3,2,1,1
10239,1,7,3,30,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,99,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,7900,2,2800,1,300,1,100,1,0,.,700,1,4000,1,0,0,0,3000,0,200,0,0,300,500,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,801,2,1,6,4,3,18,66,240,241,245,350,.,.,.,2,.,5,0,5,0,0,0,5,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,2,1,3,4,3,0,4,5,5,5,4,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,3,3,3,5,1,1
10240,1,5,4,15,1,0,0,0,0,0,0,5,5,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,3000,16,2,1,0,0,0,0,9000,16,0,.,3000,1,500,1,1500,1,0,.,4000,1,0,0,1000,0,3000,0,0,0,0,0,2,.,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,802,65,1,2,8,3,10,808,801,806,.,.,.,.,.,65,.,0,0,4,0,0,0,5,0,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,0,2,5,0,4,5,5,5,5,4,5,5,5,5,5,5,5,7,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,.,2,3,3,11,1,1
10241,1,7,4,365,1,0,0,4,0,0,4,0,4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,99,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,21000,16,2,1,0,0,0,0,20000,16,0,.,10000,1,2000,1,0,.,0,.,8000,1,4000,0,0,0,4000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,843,273,66,801,.,.,.,.,.,.,.,.,.,.,.,273,.,5,0,5,0,0,0,5,5,0,0,1,1,1,4,0,.,0,.,0,0,0,0,0,1,1,1,0,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,6,6,.,2,1,3,11,2,1
10242,1,2,20,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,11000,16,8000,1,0,.,3000,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,0,0,0,0,0,5,0,0,1,4,1,5,0,.,0,.,0,0,0,0,0,1,2,1,0,3,0,0,0,5,5,5,5,5,5,0,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,.,5,7,3,1,1,1
10243,1,4,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,3600,16,2,1,0,0,0,0,13200,16,0,.,5000,1,1200,1,5000,1,2000,1,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,843,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,0,0,0,0,0,4,0,0,1,6,1,5,0,.,0,.,1,0,0,0,0,1,2,1,0,5,5,0,5,5,5,5,5,5,5,4,4,4,4,4,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,13,.,3,7,3,3,1,1
10244,1,1,15,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,1600,16,2,1,0,0,0,0,7000,16,3000,1,3000,1,1000,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5,0,0,1,1,1,5,0,.,0,.,0,0,0,0,0,1,2,1,0,5,5,0,5,5,5,5,2,2,5,0,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,.,4,7,3,2,1,1
10245,1,7,1,14,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,4,5,5,5,4,5,4,.,.,.,.,.,1,3500,2,1,1,1,1,1,1,10000,2,0,.,0,.,0,.,0,.,0,.,10000,3,0,0,0,4000,5000,0,0,0,1000,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,315,1,2,18,12,24,67,128,185,189,235,271,350,382,315,.,0,0,0,0,5,0,0,0,4,0,1,3,3,4,0,.,0,.,0,0,0,0,0,1,1,1,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,8,2,12,2,1
10246,1,7,1,365,1,4,0,0,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,99,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,3,4,.,.,.,.,.,1,5800,2,1,1,1,1,1,1,10000,16,0,.,7000,3,0,.,0,.,0,.,3000,3,0,0,0,0,2000,0,0,0,0,1000,2,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,865,350,1,2,3,18,12,24,330,185,189,235,271,315,373,350,.,0,5,0,0,5,0,0,0,5,0,1,3,3,4,0,.,0,.,0,0,0,0,0,1,1,1,3,5,3,3,4,5,4,4,5,5,5,5,5,5,5,5,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21,4,2,3,5,1,1
10247,1,7,1,30,1,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,4,5,3,5,5,5,4,4,4,.,.,.,.,.,1,5700,2,1,1,1,1,1,1,3000,2,0,.,20,1,23,1,0,.,0,.,2957,1,0,0,0,0,2366,0,0,0,591,0,2,.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,185,1,2,9,3,18,67,189,235,271,315,350,370,371,185,.,0,5,0,0,5,0,0,5,5,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,25,4,1,3,2,2,1
10248,1,2,2,14,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,99,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,90000,1,40000,1,20000,1,10000,1,0,.,0,.,20000,1,20000,0,0,0,0,0,0,0,0,0,2,.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,52,65,66,.,.,.,.,.,.,.,.,.,.,.,52,.,0,2,5,0,0,0,4,5,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,0,4,3,3,4,4,3,3,4,4,5,5,5,5,4,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,5,6,3,2,1,1
10249,1,2,1,60,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,1,2,.,.,.,.,.,1,70000,1,1,1,1,1,1,1,50000,1,0,.,25000,2,0,.,0,.,0,.,25000,2,0,0,0,0,12500,0,0,0,12500,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,8,3,.,.,.,.,.,.,.,.,.,.,.,.,8,.,0,0,5,0,5,0,0,0,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,0,5,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,.,6,8,3,12,1,1
10250,1,4,20,30,1,0,0,2,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,10000,1,2,1,0,0,0,0,30000,1,0,.,12000,1,6000,1,0,.,0,.,12000,1,0,0,0,0,2400,0,0,0,9600,0,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,3,0,0,1,4,3,3,0,.,0,.,0,0,0,0,0,1,2,1,0,3,2,2,2,3,4,5,3,3,4,4,4,4,3,3,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,5,7,3,1,1,1
10251,1,7,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,5,4,5,5,5,4,5,4,.,.,.,.,.,1,5000,2,1,1,1,1,1,1,2000,2,0,.,100,1,120,1,0,.,0,.,1780,1,0,0,0,356,1068,0,0,0,356,0,2,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,865,235,1,2,3,18,24,67,185,189,271,315,350,370,371,235,.,0,4,0,0,5,0,0,0,4,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,3,5,0,0,2,4,4,4,5,5,5,4,4,4,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,13,5,8,2,12,1,1
10252,1,3,4,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,50000,1,1,0,0,1,0,0,30000,16,0,.,24000,1,1500,1,0,.,0,.,4500,1,0,0,0,0,4500,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240,.,5,0,0,0,0,0,3,3,0,0,0,.,.,.,0,.,0,.,1,0,0,0,0,1,4,1,0,5,0,0,5,5,5,5,5,5,5,5,4,5,4,3,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,3,5,2,1,1,1
10253,1,5,22,7,1,0,0,3,0,0,0,0,0,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,100000,1,1,1,0,0,0,0,20000,16,0,.,10000,1,10000,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,3,3,0,0,1,6,3,5,0,.,0,.,0,0,0,0,0,1,2,1,0,4,3,3,0,2,2,4,3,3,4,0,5,5,3,3,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,4,6,3,2,1,1
